date,type,title,url,source
,INVEST,"삼성디스플레이, '도쿄게임쇼'에서 신작게임  OLED  체험존 운영",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065595035739865,
,INVEST,"삼성D, '도쿄게임쇼'에서 엔씨소프트와  OLED  화질 체험 마케팅",https://www.fetv.co.kr/news/article.html?no=202211,
,INVEST,"삼성디스플레이, 도쿄게임쇼서  OLED  화질 체험존 운영",http://www.thebigdata.co.kr/view.php?ud=2025092614231788974aca46cea9_23,
,INVEST,"삼성D-엔씨소프트, 도쿄게임쇼서 신작게임  OLED  체험존 운영",http://www.inews24.com/view/1891255,
,INVEST,"삼성디스플레이, 엔씨소프트와 협력 마케팅... '도쿄게임쇼'서 신작게임...",http://www.sisacast.kr/news/articleView.html?idxno=82711,
,INVEST,"삼성D, 도쿄게임쇼서 엔씨소프트 신작게임  OLED  체험존 운영",http://www.g-enews.com/ko-kr/news/article/news_all/2025092611071358266ed0c62d49_1/article.html,
,INVEST,"삼성D, '도쿄게임쇼'서 엔씨소프트와  OLED  화질 체험 마케팅",http://www.popcornnews.net/news/articleView.html?idxno=95896,
,INVEST,"삼성디스플레이, 도쿄게임쇼서  OLED  체험존 운영..엔씨와 협력",http://www.ftoday.co.kr/news/articleView.html?idxno=348337,
,LAUNCH,"삼성디스플레이, 도쿄게임쇼서  OLED  체험존 운영",http://www.whitepaper.co.kr/news/articleView.html?idxno=252599,
,INVEST,"삼성디스플레이, 도쿄게임쇼서  OLED  체험존 운영",http://www.whitepaper.co.kr/news/articleView.html?idxno=252599,
,INVEST,삼성디스플레이 '도쿄게임쇼'서 엔씨 '브레이커스'  OLED  체험존 운영,https://www.smartfn.co.kr/news/articleView.html?idxno=121377,
,INVEST,"삼성디스플레이, 엔씨소프트와 '도쿄게임쇼'  OLED  체험존 운영",https://www.ddaily.co.kr/page/view/2025092609480860175,
,INVEST,"삼성D, 도쿄게임쇼서 엔씨와  OLED  화질 체험 마케팅",http://www.smedaily.co.kr/news/articleView.html?idxno=339204,
,INVEST,"삼성디스플레이, 도쿄게임쇼서 엔씨소프트와 ' OLED  체험존' 운영",https://www.newsquest.co.kr/news/articleView.html?idxno=253758,
,LAUNCH,"삼성디스플레이, 도쿄게임쇼서 차세대  OLED  기술·게이밍 혁신 선봬",https://www.joongangenews.com/news/articleView.html?idxno=453831,
,INVEST,"삼성디스플레이, 도쿄게임쇼서 차세대  OLED  기술·게이밍 혁신 선봬",https://www.joongangenews.com/news/articleView.html?idxno=453831,
,INVEST,"삼성디스플레이, 엔씨와 ‘도쿄게임쇼’서  OLED  체험존 운영",http://www.newstomato.com/ReadNews.aspx?no=1276309&inflow=N,
,LAUNCH,"삼성디스플레이, 글로벌 IT사와 협력 강화... OLED  점유율 대폭 높인다",https://www.pointdaily.co.kr/news/articleView.html?idxno=271829,
,PARTNERSHIP,"삼성디스플레이, 글로벌 IT사와 협력 강화... OLED  점유율 대폭 높인다",https://www.pointdaily.co.kr/news/articleView.html?idxno=271829,
,LAUNCH,"삼성디스플레이, 도쿄게임쇼서 엔씨 신작과  OLED  체험존 운영",https://www.dailian.co.kr/news/view/1554339/?sc=Naver,
,INVEST,"삼성디스플레이, 도쿄게임쇼서 엔씨 신작과  OLED  체험존 운영",https://www.dailian.co.kr/news/view/1554339/?sc=Naver,
,LAUNCH,알파스캔 차세대 AOC  OLED  게이밍 모니터 2종 동시 출시 기념 행사 진행,https://gamefocus.co.kr/detail.php?number=169672,
,CERT,알파스캔 차세대 AOC  OLED  게이밍 모니터 2종 동시 출시 기념 행사 진행,https://gamefocus.co.kr/detail.php?number=169672,
,INVEST,"삼성디스플레이, ‘도쿄게임쇼’서  OLED  체험존 운영…엔씨소프트와 협...",https://www.ceoscoredaily.com/page/view/2025092609564487224,
,INVEST,"삼성디스플레이, 엔씨소프트와 '도쿄게임쇼'서  OLED  체험존 운영",https://www.newscj.com/news/articleView.html?idxno=3322257,
,LAUNCH,"삼성디스플레이, '도쿄게임쇼'서 신작게임  OLED  체험존 운영",https://zdnet.co.kr/view/?no=20250926091518,
,INVEST,"삼성디스플레이, '도쿄게임쇼'서 신작게임  OLED  체험존 운영",https://zdnet.co.kr/view/?no=20250926091518,
,INVEST,"삼성디스플레이, 엔씨 신작 '브레이커스'로  OLED  게이밍 화질 뽐내",http://www.womentimes.co.kr/news/articleView.html?idxno=91096,
,LAUNCH,"삼성D, 도쿄게임쇼서  OLED  압도적 화질 입증···엔씨와 공동 무대",http://www.enewstoday.co.kr/news/articleView.html?idxno=2334579,
,INVEST,"삼성D, 도쿄게임쇼서  OLED  압도적 화질 입증···엔씨와 공동 무대",http://www.enewstoday.co.kr/news/articleView.html?idxno=2334579,
,LAUNCH,"마이크로 LED  시장 2030년 12억달러 급성장…""프리미엄 웨어러블 표준 예...",https://www.ddaily.co.kr/page/view/2025092614174664569,
,INVEST,"마이크로 LED  시장 2030년 12억달러 급성장…""프리미엄 웨어러블 표준 예...",https://www.ddaily.co.kr/page/view/2025092614174664569,
,LAUNCH,"""마이크로  LED  스마트워치 시장, 2030년 12억달러 규모 성장 전망""",https://www.getnews.co.kr/news/articleView.html?idxno=842485,
,INVEST,"""마이크로  LED  스마트워치 시장, 2030년 12억달러 규모 성장 전망""",https://www.getnews.co.kr/news/articleView.html?idxno=842485,
,LAUNCH,"클레녹스(CLENOX), 특허 NB P-Complex 앞세워 국내 론칭",https://magazine.hankyung.com/job-joy/article/202509269860d,
,CERT,"클레녹스(CLENOX), 특허 NB P-Complex 앞세워 국내 론칭",https://magazine.hankyung.com/job-joy/article/202509269860d,
,LAUNCH,"클레녹스, 특허성분 앞세워 프리미엄 홈케어 시장 공식진출",http://www.koreastocknews.com/news/articleView.html?idxno=114215,
,CERT,"클레녹스, 특허성분 앞세워 프리미엄 홈케어 시장 공식진출",http://www.koreastocknews.com/news/articleView.html?idxno=114215,
,LAUNCH,"CLENOX, 특허 포뮬러와 기술력으로 국내 홈클리닉 시장 진출",https://www.goodkyung.com/news/articleView.html?idxno=273391,
,CERT,"CLENOX, 특허 포뮬러와 기술력으로 국내 홈클리닉 시장 진출",https://www.goodkyung.com/news/articleView.html?idxno=273391,
,LAUNCH,"클레녹스(CLENOX), 프리미엄 홈케어 브랜드 국내 런칭",http://www.sisunnews.co.kr/news/articleView.html?idxno=229549,
,PARTNERSHIP,"클레녹스(CLENOX), 프리미엄 홈케어 브랜드 국내 런칭",http://www.sisunnews.co.kr/news/articleView.html?idxno=229549,
,CERT,"클레녹스(CLENOX), 프리미엄 홈케어 브랜드 국내 런칭",http://www.sisunnews.co.kr/news/articleView.html?idxno=229549,
,LAUNCH,"임상으로 입증된 NB P-Complex… 클레녹스, 'Pin Shot 300' 첫선",https://www.delighti.co.kr/news/articleView.html?idxno=103195,
,CERT,"임상으로 입증된 NB P-Complex… 클레녹스, 'Pin Shot 300' 첫선",https://www.delighti.co.kr/news/articleView.html?idxno=103195,
,LAUNCH,"""마이크로  LED  스마트워치 도입…2030년 12억불 전망""",https://www.widedaily.com/news/articleView.html?idxno=279152,
,INVEST,"""마이크로  LED  스마트워치 도입…2030년 12억불 전망""",https://www.widedaily.com/news/articleView.html?idxno=279152,
,LAUNCH,"클레녹스, 프리미엄 홈클리닉 디바이스 'Pin Shot 300' 첫 공개",https://www.kfenews.co.kr/news/articleView.html?idxno=646500,
,CERT,"클레녹스, 프리미엄 홈클리닉 디바이스 'Pin Shot 300' 첫 공개",https://www.kfenews.co.kr/news/articleView.html?idxno=646500,
,LAUNCH,"샤오미코리아, 대형 발표... 국내 2·3호 스토어 동시 오픈·ESC 설립·8종...",https://www.insight.co.kr/news/521699,
,PARTNERSHIP,"샤오미코리아, 대형 발표... 국내 2·3호 스토어 동시 오픈·ESC 설립·8종...",https://www.insight.co.kr/news/521699,
,INVEST,"샤오미코리아, 대형 발표... 국내 2·3호 스토어 동시 오픈·ESC 설립·8종...",https://www.insight.co.kr/news/521699,
,CERT,"샤오미코리아, 대형 발표... 국내 2·3호 스토어 동시 오픈·ESC 설립·8종...",https://www.insight.co.kr/news/521699,
,LAUNCH,"클레녹스(CLENOX), 차세대 홈 클리닉 디바이스 국내 첫 출시",https://www.ekn.kr/web/view.php?key=20250925022260785,
,CERT,"클레녹스(CLENOX), 차세대 홈 클리닉 디바이스 국내 첫 출시",https://www.ekn.kr/web/view.php?key=20250925022260785,
,LAUNCH,"프리미엄 홈케어 브랜드 CLENOX, 국내 첫 선",http://www.segyebiz.com/newsView/20250924514365?OutUrl=naver,
,CERT,"프리미엄 홈케어 브랜드 CLENOX, 국내 첫 선",http://www.segyebiz.com/newsView/20250924514365?OutUrl=naver,
,LAUNCH,"CLENOX, 국내 런칭 시작…집에서 즐기는 홈클리닉",https://www.it-b.co.kr/news/articleView.html?idxno=84312,
,CERT,"CLENOX, 국내 런칭 시작…집에서 즐기는 홈클리닉",https://www.it-b.co.kr/news/articleView.html?idxno=84312,
,INVEST,"미래나노텍, 디스플레이·배터리 핵심소재로 글로벌 도약",https://www.pointdaily.co.kr/news/articleView.html?idxno=271544,
,INVEST,"미래나노텍, BLU 광학필름·양극재 첨가제로 글로벌 시장 노린다",https://www.pinpointnews.co.kr/news/articleView.html?idxno=379818,
,LAUNCH,[Who Is ?] 이명희 사피엔반도체 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=413204,
,PARTNERSHIP,[Who Is ?] 이명희 사피엔반도체 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=413204,
,INVEST,[Who Is ?] 이명희 사피엔반도체 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=413204,
,ORDER,[Who Is ?] 이명희 사피엔반도체 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=413204,
,CERT,[Who Is ?] 이명희 사피엔반도체 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=413204,
,LAUNCH,"반도체 장비 관련주, '봄꽃만개' 제이티·아스플로·에이팩트·원익홀딩...",http://www.finomy.com/news/articleView.html?idxno=239521,
,PARTNERSHIP,"반도체 장비 관련주, '봄꽃만개' 제이티·아스플로·에이팩트·원익홀딩...",http://www.finomy.com/news/articleView.html?idxno=239521,
,INVEST,"반도체 장비 관련주, '봄꽃만개' 제이티·아스플로·에이팩트·원익홀딩...",http://www.finomy.com/news/articleView.html?idxno=239521,
,LAUNCH,"[나노협회-신소재경제 공동연재]기술패권 경쟁시대, 첨단산업 초격차 이...",http://amenews.kr/news/view.php?idx=63741,
,INVEST,"[나노협회-신소재경제 공동연재]기술패권 경쟁시대, 첨단산업 초격차 이...",http://amenews.kr/news/view.php?idx=63741,
,CERT,"[나노협회-신소재경제 공동연재]기술패권 경쟁시대, 첨단산업 초격차 이...",http://amenews.kr/news/view.php?idx=63741,
,REGUL,"[나노협회-신소재경제 공동연재]기술패권 경쟁시대, 첨단산업 초격차 이...",http://amenews.kr/news/view.php?idx=63741,
,INVEST,"반도체 장비 관련주, '덩실덩실' 테크윙·유니셈·러셀·에이팩트·HPSP....",http://www.finomy.com/news/articleView.html?idxno=238923,
,ORDER,"반도체 장비 관련주, '덩실덩실' 테크윙·유니셈·러셀·에이팩트·HPSP....",http://www.finomy.com/news/articleView.html?idxno=238923,
,LAUNCH,CMOS Backplane 독보적 기술… 사피엔반도체 글로벌 고객사 확대 기대,https://www.pinpointnews.co.kr/news/articleView.html?idxno=376440,
,INVEST,CMOS Backplane 독보적 기술… 사피엔반도체 글로벌 고객사 확대 기대,https://www.pinpointnews.co.kr/news/articleView.html?idxno=376440,
,LAUNCH,"반도체 장비 관련주, '맑음' 엔투텍·제이엔비·HPSP·하나마이크론·신...",http://www.finomy.com/news/articleView.html?idxno=238787,
,INVEST,"반도체 장비 관련주, '맑음' 엔투텍·제이엔비·HPSP·하나마이크론·신...",http://www.finomy.com/news/articleView.html?idxno=238787,
,LAUNCH,"“사피엔반도체, 스마트글래 산업 확대 수혜 기대”<SK證>",https://www.news2day.co.kr/article/20250912500121,
,LAUNCH,"세연테크, 보급형 PTZ 뷸렛 IP카메라 출시",http://www.boannews.com/media/view.asp?idx=139174&kind=,
,CERT,"세연테크, 보급형 PTZ 뷸렛 IP카메라 출시",http://www.boannews.com/media/view.asp?idx=139174&kind=,
,LAUNCH,"폴스타, 4도어 퍼포먼스 그랜드 투어러 '폴스타 5' 공식 공개... 韓 시장...",https://kr.aving.net/news/articleView.html?idxno=1803857,
,INVEST,"폴스타, 4도어 퍼포먼스 그랜드 투어러 '폴스타 5' 공식 공개... 韓 시장...",https://kr.aving.net/news/articleView.html?idxno=1803857,
,LAUNCH,폴스타5 퍼포먼스 그랜드 투어러가 베일 벗었다...프리셉트 콘셉트 거의...,http://www.osen.co.kr/article/G1112652800,
,INVEST,폴스타5 퍼포먼스 그랜드 투어러가 베일 벗었다...프리셉트 콘셉트 거의...,http://www.osen.co.kr/article/G1112652800,
,LAUNCH,"“삼성처럼 도저히 못 만든다?” 포기할 줄 알았는데…결국, 이걸 진짜...",https://biz.heraldcorp.com/article/10584829?ref=naver,
,LAUNCH,"삼성D·LGD 수장, '하반기 실적 개선' 자신감… 中 추격에 맞설 무기는 ...",https://www.newscj.com/news/articleView.html?idxno=3322534,
,INVEST,"삼성D·LGD 수장, '하반기 실적 개선' 자신감… 中 추격에 맞설 무기는 ...",https://www.newscj.com/news/articleView.html?idxno=3322534,
,LAUNCH,갤럭시S23 사용자가 Z플립7로 바꿔야할 2가지 결정적인 이유,https://www.betanews.net/article/view/beta202509260083,
,LAUNCH,"이청 삼성D 사장 ""8.6세대 내년 양산... 폴더블  고객사 확대""",https://www.newspim.com/news/view/20250926000949,
,INVEST,"이청 삼성D 사장 ""8.6세대 내년 양산... 폴더블  고객사 확대""",https://www.newspim.com/news/view/20250926000949,
,INVEST,"이청 삼성 디스플레이  ""8.6세대 OLED 내년 3분기 양산…북미  폴더블  고객...",https://www.ddaily.co.kr/page/view/2025092618044693673,
,LAUNCH,"삼성D 이청 ""8.6세대 내년 양산…일관된 세제혜택 필요""",http://www.edaily.co.kr/news/newspath.asp?newsid=03932726642304056,
,INVEST,"삼성D 이청 ""8.6세대 내년 양산…일관된 세제혜택 필요""",http://www.edaily.co.kr/news/newspath.asp?newsid=03932726642304056,
,ORDER,"삼성D 이청 ""8.6세대 내년 양산…일관된 세제혜택 필요""",http://www.edaily.co.kr/news/newspath.asp?newsid=03932726642304056,
,LAUNCH,"삼성 디스플레이  수장 ""중국과 공정한 경쟁 위해 기술유출 처벌 강화해야...",https://www.sedaily.com/NewsView/2GY1XI8JAZ,
,INVEST,"삼성 디스플레이  수장 ""중국과 공정한 경쟁 위해 기술유출 처벌 강화해야...",https://www.sedaily.com/NewsView/2GY1XI8JAZ,
,LAUNCH,이청 삼성 디스플레이  사장 “내년 8.6세대 OLED 양산… 정부 세제 혜택 ...,https://biz.chosun.com/it-science/ict/2025/09/26/3LLW7SPRYVAJTMI3O4YYPM3YZ4/?utm_source=naver&utm_medium=original&utm_campaign=biz,
,LAUNCH,"이청 삼성 디스플레이  사장 ""세제 혜택 일관돼야...8.6세대 내년 3분기 양...",https://zdnet.co.kr/view/?no=20250926175247,
,INVEST,"이청 삼성 디스플레이  사장 ""세제 혜택 일관돼야...8.6세대 내년 3분기 양...",https://zdnet.co.kr/view/?no=20250926175247,
,INVEST,"미래나노텍, 신성장동력 확보로 사업 영역 다각화 성공",https://www.pointdaily.co.kr/news/articleView.html?idxno=272168,
,INVEST,이차전지·EMI 필터 시장 진출… 미래나노텍 장기 성장 모멘텀 확보,https://www.pinpointnews.co.kr/news/articleView.html?idxno=380863,
,LAUNCH,"자율주행차 관련주, '웃음꽃' 라닉스·삼현... '눈물' 유진로봇·아이에...",http://www.finomy.com/news/articleView.html?idxno=239968,
,LAUNCH,"제네시스 GV90, 혁신적인 롤러블 OLED  디스플레이  최초 탑재하나",https://kbench.com/?q=node/271795,
,LAUNCH,"중국 BOE, 연 보조금만 8천억… K- 디스플레이  '위태'",http://www.seoulwire.com/news/articleView.html?idxno=672969,
,INVEST,"중국 BOE, 연 보조금만 8천억… K- 디스플레이  '위태'",http://www.seoulwire.com/news/articleView.html?idxno=672969,
,LAUNCH,"제네시스 GV90, 롤러블 OLED 최초 탑재하나…현대차, 美 특허 공개",https://www.autodaily.co.kr/news/articleView.html?idxno=536960,
,LAUNCH,"자율주행차 관련주, '으쓱으쓱' 라닉스·삼현·엣지파운드리·유진로봇...",http://www.finomy.com/news/articleView.html?idxno=239874,
,LAUNCH,"로봇·산업용·협동로봇 관련주, '맑음' 레인보우로보틱스·이랜시스·클...",http://www.finomy.com/news/articleView.html?idxno=239871,
,PARTNERSHIP,"로봇·산업용·협동로봇 관련주, '맑음' 레인보우로보틱스·이랜시스·클...",http://www.finomy.com/news/articleView.html?idxno=239871,
,INVEST,"로봇·산업용·협동로봇 관련주, '맑음' 레인보우로보틱스·이랜시스·클...",http://www.finomy.com/news/articleView.html?idxno=239871,
,LAUNCH,"자동차부품 관련주, '덩실덩실' 에스엠벡셀·네오티스·한온시스템·삼...",http://www.finomy.com/news/articleView.html?idxno=239872,
,INVEST,"자동차부품 관련주, '덩실덩실' 에스엠벡셀·네오티스·한온시스템·삼...",http://www.finomy.com/news/articleView.html?idxno=239872,
,LAUNCH,[타보고서] 엔트리에서 느껴지는 S클래스...벤츠 '더 뉴 CLA',https://zdnet.co.kr/view/?no=20250925150128,
,CERT,[타보고서] 엔트리에서 느껴지는 S클래스...벤츠 '더 뉴 CLA',https://zdnet.co.kr/view/?no=20250925150128,
